lemma,image,sense_chosen,COCO/TUHOI
show,COCO_train2014_000000534070.jpg,3,COCO
show,COCO_train2014_000000321140.jpg,3,COCO
show,COCO_train2014_000000295762.jpg,1,COCO
show,COCO_train2014_000000014791.jpg,1,COCO
show,COCO_val2014_000000318910.jpg,3,COCO
show,COCO_val2014_000000579192.jpg,3,COCO
show,COCO_train2014_000000575280.jpg,1,COCO
show,COCO_val2014_000000342367.jpg,3,COCO
show,COCO_train2014_000000175484.jpg,3,COCO
show,COCO_train2014_000000155496.jpg,1,COCO
show,COCO_train2014_000000488432.jpg,1,COCO
show,COCO_train2014_000000494462.jpg,3,COCO
show,COCO_train2014_000000173631.jpg,3,COCO
show,COCO_train2014_000000418429.jpg,3,COCO
show,COCO_train2014_000000375150.jpg,3,COCO
show,COCO_train2014_000000202742.jpg,3,COCO
show,COCO_train2014_000000271992.jpg,3,COCO
show,COCO_val2014_000000346703.jpg,3,COCO
show,COCO_train2014_000000111067.jpg,3,COCO
show,COCO_val2014_000000373571.jpg,1,COCO
show,COCO_train2014_000000487118.jpg,1,COCO
show,COCO_train2014_000000348922.jpg,3,COCO
show,COCO_train2014_000000433045.jpg,3,COCO
show,COCO_train2014_000000129610.jpg,3,COCO
show,COCO_train2014_000000560576.jpg,3,COCO
show,COCO_val2014_000000465996.jpg,3,COCO
show,COCO_train2014_000000336370.jpg,1,COCO
show,COCO_val2014_000000469467.jpg,3,COCO
show,COCO_train2014_000000044298.jpg,1,COCO
show,COCO_val2014_000000188040.jpg,3,COCO
show,COCO_val2014_000000080725.jpg,1,COCO
show,COCO_train2014_000000413160.jpg,3,COCO
show,COCO_train2014_000000299920.jpg,3,COCO
show,COCO_train2014_000000023134.jpg,3,COCO
show,COCO_val2014_000000449921.jpg,1,COCO
show,COCO_train2014_000000495997.jpg,3,COCO
show,COCO_val2014_000000287560.jpg,1,COCO
show,COCO_train2014_000000195992.jpg,3,COCO
show,COCO_train2014_000000334097.jpg,3,COCO
show,COCO_train2014_000000296330.jpg,3,COCO
show,COCO_val2014_000000223643.jpg,3,COCO
show,COCO_train2014_000000429116.jpg,3,COCO
show,COCO_train2014_000000314558.jpg,3,COCO
show,COCO_val2014_000000289222.jpg,1,COCO
show,COCO_train2014_000000095202.jpg,1,COCO
show,COCO_train2014_000000178572.jpg,3,COCO
show,COCO_val2014_000000062790.jpg,1,COCO
show,COCO_train2014_000000549559.jpg,1,COCO
show,COCO_val2014_000000104982.jpg,3,COCO
show,COCO_train2014_000000554943.jpg,3,COCO
show,COCO_train2014_000000334474.jpg,3,COCO
show,COCO_train2014_000000529545.jpg,1,COCO
show,COCO_train2014_000000527314.jpg,1,COCO
show,COCO_train2014_000000129551.jpg,3,COCO
show,COCO_train2014_000000215462.jpg,3,COCO
show,COCO_val2014_000000207545.jpg,3,COCO
show,COCO_train2014_000000357896.jpg,1,COCO
show,COCO_val2014_000000524536.jpg,3,COCO
shake,COCO_train2014_000000144372.jpg,3,COCO
shake,COCO_train2014_000000078836.jpg,3,COCO
shake,COCO_train2014_000000380034.jpg,3,COCO
shake,COCO_train2014_000000331549.jpg,3,COCO
shake,COCO_train2014_000000523007.jpg,3,COCO
shake,COCO_val2014_000000006906.jpg,3,COCO
shake,COCO_train2014_000000410107.jpg,3,COCO
shake,COCO_train2014_000000291366.jpg,3,COCO
shake,COCO_train2014_000000035995.jpg,3,COCO
shake,COCO_val2014_000000462814.jpg,3,COCO
shake,COCO_train2014_000000423678.jpg,3,COCO
shake,COCO_train2014_000000455529.jpg,3,COCO
shake,COCO_train2014_000000115917.jpg,3,COCO
shake,COCO_train2014_000000581446.jpg,3,COCO
shake,COCO_train2014_000000246494.jpg,1,COCO
shake,COCO_train2014_000000238399.jpg,3,COCO
shake,COCO_train2014_000000431650.jpg,3,COCO
shake,COCO_val2014_000000068219.jpg,3,COCO
shake,COCO_train2014_000000078358.jpg,3,COCO
shake,COCO_train2014_000000456696.jpg,3,COCO
shake,COCO_train2014_000000061409.jpg,1,COCO
shake,COCO_train2014_000000154204.jpg,3,COCO
shake,COCO_val2014_000000429761.jpg,3,COCO
shake,COCO_val2014_000000365752.jpg,3,COCO
shake,COCO_train2014_000000432742.jpg,3,COCO
shake,COCO_train2014_000000263388.jpg,3,COCO
shake,COCO_train2014_000000019489.jpg,3,COCO
shake,COCO_train2014_000000138482.jpg,3,COCO
shake,COCO_train2014_000000113857.jpg,3,COCO
shake,COCO_train2014_000000326350.jpg,3,COCO
shake,COCO_train2014_000000008571.jpg,3,COCO
shake,COCO_train2014_000000323958.jpg,3,COCO
shake,COCO_val2014_000000467107.jpg,3,COCO
shake,COCO_train2014_000000403720.jpg,3,COCO
shake,COCO_train2014_000000122093.jpg,3,COCO
shake,COCO_train2014_000000083254.jpg,3,COCO
shake,COCO_val2014_000000033104.jpg,3,COCO
shake,COCO_train2014_000000167490.jpg,3,COCO
shake,COCO_train2014_000000361518.jpg,3,COCO
shake,COCO_train2014_000000383029.jpg,3,COCO
shake,COCO_val2014_000000004134.jpg,1,COCO
shake,COCO_train2014_000000529624.jpg,3,COCO
shake,COCO_train2014_000000103486.jpg,3,COCO
shake,COCO_train2014_000000069700.jpg,3,COCO
shake,COCO_train2014_000000373970.jpg,3,COCO
shake,COCO_train2014_000000486606.jpg,3,COCO
shake,COCO_train2014_000000450006.jpg,1,COCO
shake,COCO_train2014_000000081885.jpg,3,COCO
shake,COCO_train2014_000000168127.jpg,3,COCO
shake,COCO_train2014_000000278697.jpg,3,COCO
pass,COCO_train2014_000000445192.jpg,1,COCO
pass,COCO_val2014_000000354027.jpg,13.1,COCO
pass,COCO_train2014_000000510768.jpg,1,COCO
pass,COCO_train2014_000000483569.jpg,1,COCO
pass,COCO_train2014_000000429658.jpg,1,COCO
pass,COCO_val2014_000000546659.jpg,1,COCO
pass,COCO_val2014_000000016546.jpg,1,COCO
pass,COCO_val2014_000000481563.jpg,1,COCO
pass,COCO_val2014_000000404546.jpg,1,COCO
pass,COCO_train2014_000000524259.jpg,1,COCO
pass,COCO_train2014_000000286897.jpg,1,COCO
pass,COCO_train2014_000000400702.jpg,1,COCO
pass,COCO_train2014_000000369726.jpg,4,COCO
pass,COCO_train2014_000000016964.jpg,1,COCO
pass,COCO_train2014_000000442723.jpg,1,COCO
pass,COCO_train2014_000000346445.jpg,1,COCO
pass,COCO_train2014_000000384790.jpg,1,COCO
pass,COCO_train2014_000000018265.jpg,13.1,COCO
pass,COCO_train2014_000000098279.jpg,1,COCO
pass,COCO_train2014_000000486186.jpg,1,COCO
pass,COCO_train2014_000000434262.jpg,1,COCO
pass,COCO_val2014_000000276263.jpg,13.5,COCO
pass,COCO_train2014_000000339536.jpg,1,COCO
pass,COCO_train2014_000000211863.jpg,1,COCO
pass,COCO_train2014_000000215677.jpg,4,COCO
pass,COCO_train2014_000000124739.jpg,1,COCO
pass,COCO_train2014_000000223755.jpg,1,COCO
pass,COCO_train2014_000000361208.jpg,1,COCO
pass,COCO_val2014_000000182176.jpg,1,COCO
pass,COCO_val2014_000000581899.jpg,1,COCO
pass,COCO_train2014_000000535432.jpg,1,COCO
pass,COCO_val2014_000000581458.jpg,1,COCO
pass,COCO_train2014_000000570023.jpg,1,COCO
pass,COCO_val2014_000000419790.jpg,1,COCO
pass,COCO_train2014_000000207503.jpg,1,COCO
pass,COCO_val2014_000000268000.jpg,1,COCO
float,COCO_train2014_000000466987.jpg,1,COCO
float,COCO_train2014_000000067344.jpg,1,COCO
float,COCO_val2014_000000124930.jpg,1,COCO
float,COCO_train2014_000000382706.jpg,1,COCO
float,COCO_val2014_000000481314.jpg,1,COCO
float,COCO_train2014_000000198929.jpg,1,COCO
float,COCO_train2014_000000380109.jpg,1,COCO
float,COCO_train2014_000000491857.jpg,1,COCO
float,COCO_train2014_000000117781.jpg,1,COCO
float,COCO_val2014_000000395633.jpg,1,COCO
float,COCO_train2014_000000070724.jpg,1,COCO
float,COCO_train2014_000000011658.jpg,1,COCO
float,COCO_val2014_000000086250.jpg,1,COCO
float,COCO_train2014_000000511056.jpg,1,COCO
float,COCO_train2014_000000191261.jpg,1,COCO
float,COCO_train2014_000000418325.jpg,1,COCO
float,COCO_train2014_000000372020.jpg,1,COCO
float,COCO_train2014_000000498792.jpg,1,COCO
float,COCO_train2014_000000315165.jpg,1,COCO
float,COCO_train2014_000000372795.jpg,1,COCO
reach,COCO_train2014_000000107565.jpg,5,COCO
reach,COCO_train2014_000000117774.jpg,5,COCO
reach,COCO_val2014_000000321390.jpg,3,COCO
reach,COCO_train2014_000000423537.jpg,5,COCO
reach,COCO_train2014_000000014575.jpg,1,COCO
reach,COCO_train2014_000000350358.jpg,3,COCO
reach,COCO_val2014_000000004227.jpg,5,COCO
reach,COCO_train2014_000000320943.jpg,5,COCO
reach,COCO_val2014_000000359833.jpg,5,COCO
reach,COCO_train2014_000000470104.jpg,3,COCO
reach,COCO_train2014_000000112604.jpg,3,COCO
reach,COCO_val2014_000000021903.jpg,3,COCO
reach,COCO_train2014_000000347048.jpg,5,COCO
reach,COCO_train2014_000000066877.jpg,1,COCO
reach,COCO_train2014_000000309169.jpg,3,COCO
reach,COCO_val2014_000000321223.jpg,3,COCO
reach,COCO_train2014_000000400880.jpg,5,COCO
reach,COCO_train2014_000000205689.jpg,5,COCO
reach,COCO_train2014_000000048824.jpg,5,COCO
reach,COCO_val2014_000000250614.jpg,-1,COCO
reach,COCO_train2014_000000398609.jpg,3,COCO
reach,COCO_train2014_000000117302.jpg,3,COCO
reach,COCO_val2014_000000119502.jpg,1,COCO
reach,COCO_train2014_000000439386.jpg,3,COCO
reach,COCO_train2014_000000031053.jpg,3,COCO
reach,COCO_train2014_000000481137.jpg,5,COCO
reach,COCO_train2014_000000151567.jpg,5,COCO
reach,COCO_train2014_000000166310.jpg,3,COCO
reach,COCO_val2014_000000083013.jpg,5,COCO
reach,COCO_train2014_000000327168.jpg,3,COCO
reach,COCO_train2014_000000050263.jpg,4,COCO
reach,COCO_train2014_000000287682.jpg,-1,COCO
reach,COCO_train2014_000000210604.jpg,5,COCO
reach,COCO_train2014_000000350170.jpg,5,COCO
reach,COCO_train2014_000000184493.jpg,5,COCO
reach,COCO_val2014_000000568205.jpg,3,COCO
reach,COCO_train2014_000000287922.jpg,5,COCO
reach,COCO_train2014_000000134858.jpg,4,COCO
reach,COCO_train2014_000000186646.jpg,3,COCO
reach,COCO_train2014_000000369838.jpg,3,COCO
reach,COCO_train2014_000000142225.jpg,5,COCO
reach,COCO_val2014_000000406129.jpg,5,COCO
reach,COCO_train2014_000000035128.jpg,5,COCO
reach,COCO_val2014_000000224126.jpg,5,COCO
reach,COCO_train2014_000000475313.jpg,3,COCO
reach,COCO_train2014_000000168274.jpg,4,COCO
reach,COCO_val2014_000000394418.jpg,5,COCO
reach,COCO_val2014_000000391638.jpg,5,COCO
reach,COCO_val2014_000000126631.jpg,3,COCO
reach,COCO_val2014_000000038710.jpg,5,COCO
reach,COCO_train2014_000000273207.jpg,5,COCO
reach,COCO_train2014_000000118171.jpg,5,COCO
reach,COCO_val2014_000000023247.jpg,1,COCO
reach,COCO_train2014_000000258566.jpg,5,COCO
reach,COCO_train2014_000000330315.jpg,3,COCO
reach,COCO_train2014_000000470700.jpg,5,COCO
reach,COCO_train2014_000000219488.jpg,5,COCO
reach,COCO_val2014_000000422670.jpg,5,COCO
reach,COCO_train2014_000000128608.jpg,5,COCO
reach,COCO_train2014_000000260977.jpg,5,COCO
reach,COCO_train2014_000000126628.jpg,5,COCO
reach,COCO_train2014_000000010646.jpg,1,COCO
reach,COCO_train2014_000000045306.jpg,3,COCO
reach,COCO_train2014_000000577416.jpg,5,COCO
reach,COCO_val2014_000000379552.jpg,5,COCO
reach,COCO_val2014_000000253362.jpg,5,COCO
reach,COCO_val2014_000000484415.jpg,5,COCO
reach,COCO_train2014_000000412788.jpg,3,COCO
reach,COCO_train2014_000000457822.jpg,4,COCO
reach,COCO_train2014_000000546952.jpg,5,COCO
reach,COCO_train2014_000000148587.jpg,5,COCO
reach,COCO_train2014_000000223701.jpg,5,COCO
reach,COCO_val2014_000000383337.jpg,1,COCO
reach,COCO_train2014_000000465779.jpg,3,COCO
reach,COCO_train2014_000000184707.jpg,3,COCO
reach,COCO_train2014_000000561821.jpg,3,COCO
reach,COCO_train2014_000000190792.jpg,4,COCO
reach,COCO_train2014_000000551752.jpg,3,COCO
reach,COCO_train2014_000000288761.jpg,5,COCO
reach,COCO_val2014_000000113223.jpg,5,COCO
reach,COCO_train2014_000000080892.jpg,4,COCO
reach,COCO_train2014_000000199112.jpg,3,COCO
reach,COCO_train2014_000000316671.jpg,3,COCO
reach,COCO_train2014_000000052603.jpg,4,COCO
reach,COCO_train2014_000000272159.jpg,5,COCO
reach,COCO_train2014_000000146294.jpg,5,COCO
reach,COCO_train2014_000000289684.jpg,4,COCO
reach,COCO_train2014_000000103252.jpg,5,COCO
play,COCO_val2014_000000140843.jpg,1,COCO
play,COCO_val2014_000000470350.jpg,1,COCO
play,COCO_val2014_000000254869.jpg,2,COCO
play,COCO_val2014_000000248703.jpg,1,COCO
play,COCO_val2014_000000269964.jpg,1,COCO
play,COCO_val2014_000000033835.jpg,1,COCO
play,COCO_val2014_000000402514.jpg,4,COCO
play,COCO_val2014_000000414529.jpg,2,COCO
play,COCO_val2014_000000356950.jpg,1,COCO
play,COCO_val2014_000000179522.jpg,1,COCO
play,COCO_val2014_000000334240.jpg,1,COCO
play,COCO_val2014_000000122208.jpg,2,COCO
play,COCO_val2014_000000477655.jpg,2,COCO
play,COCO_val2014_000000479866.jpg,2,COCO
play,COCO_val2014_000000468954.jpg,1,COCO
play,COCO_val2014_000000045388.jpg,1,COCO
play,COCO_val2014_000000574525.jpg,1,COCO
play,COCO_val2014_000000129852.jpg,1,COCO
play,COCO_val2014_000000533743.jpg,2,COCO
play,COCO_val2014_000000330515.jpg,1,COCO
play,COCO_val2014_000000493174.jpg,2,COCO
play,COCO_val2014_000000442861.jpg,2,COCO
play,COCO_val2014_000000204337.jpg,2,COCO
play,COCO_val2014_000000155478.jpg,1,COCO
play,COCO_val2014_000000120380.jpg,1,COCO
play,COCO_val2014_000000276408.jpg,1,COCO
play,COCO_val2014_000000257370.jpg,2,COCO
play,COCO_val2014_000000301753.jpg,2,COCO
play,COCO_val2014_000000504589.jpg,1,COCO
play,COCO_val2014_000000001599.jpg,2,COCO
play,COCO_val2014_000000457249.jpg,2,COCO
play,COCO_val2014_000000259665.jpg,2,COCO
play,COCO_val2014_000000215906.jpg,2,COCO
play,COCO_val2014_000000297972.jpg,1,COCO
play,COCO_val2014_000000257219.jpg,2,COCO
play,COCO_val2014_000000001626.jpg,1,COCO
play,COCO_val2014_000000324595.jpg,1,COCO
play,COCO_val2014_000000096306.jpg,2,COCO
play,COCO_val2014_000000426631.jpg,1,COCO
play,COCO_val2014_000000404517.jpg,1,COCO
play,COCO_val2014_000000151704.jpg,1,COCO
play,COCO_val2014_000000144984.jpg,2,COCO
play,COCO_val2014_000000120356.jpg,2,COCO
play,COCO_val2014_000000314880.jpg,2,COCO
play,COCO_val2014_000000414071.jpg,1,COCO
play,COCO_val2014_000000091469.jpg,2,COCO
play,COCO_val2014_000000294958.jpg,2,COCO
play,COCO_val2014_000000420069.jpg,2,COCO
play,COCO_val2014_000000198799.jpg,1,COCO
play,COCO_val2014_000000130699.jpg,2,COCO
rest,COCO_train2014_000000262862.jpg,1,COCO
rest,COCO_train2014_000000401836.jpg,1,COCO
rest,COCO_val2014_000000292945.jpg,1,COCO
rest,COCO_train2014_000000573640.jpg,1,COCO
rest,COCO_train2014_000000493439.jpg,1,COCO
rest,COCO_train2014_000000440698.jpg,1,COCO
rest,COCO_val2014_000000502397.jpg,1,COCO
rest,COCO_val2014_000000283286.jpg,1,COCO
rest,COCO_train2014_000000446628.jpg,2,COCO
rest,COCO_train2014_000000443243.jpg,1,COCO
rest,COCO_val2014_000000574315.jpg,1,COCO
rest,COCO_train2014_000000184672.jpg,1,COCO
rest,COCO_train2014_000000426318.jpg,1,COCO
rest,COCO_train2014_000000045222.jpg,2,COCO
rest,COCO_train2014_000000115652.jpg,1,COCO
rest,COCO_train2014_000000203976.jpg,1,COCO
rest,COCO_train2014_000000048126.jpg,1,COCO
walk,COCO_val2014_000000048504.jpg,1,COCO
walk,COCO_val2014_000000082696.jpg,1,COCO
walk,COCO_val2014_000000304557.jpg,1,COCO
walk,COCO_val2014_000000529215.jpg,1,COCO
walk,COCO_val2014_000000219909.jpg,1,COCO
walk,COCO_val2014_000000045175.jpg,1,COCO
walk,COCO_val2014_000000290248.jpg,1,COCO
walk,COCO_val2014_000000445468.jpg,1,COCO
walk,COCO_val2014_000000227265.jpg,1,COCO
walk,COCO_val2014_000000434177.jpg,1,COCO
walk,COCO_val2014_000000116068.jpg,1,COCO
walk,COCO_val2014_000000537280.jpg,1,COCO
walk,COCO_val2014_000000445008.jpg,1,COCO
walk,COCO_val2014_000000181542.jpg,1,COCO
walk,COCO_val2014_000000444343.jpg,1,COCO
walk,COCO_val2014_000000495156.jpg,1,COCO
walk,COCO_val2014_000000560613.jpg,1,COCO
walk,COCO_val2014_000000573930.jpg,1,COCO
walk,COCO_val2014_000000311497.jpg,1,COCO
walk,COCO_val2014_000000043561.jpg,1,COCO
walk,COCO_val2014_000000178254.jpg,1,COCO
walk,COCO_val2014_000000053754.jpg,1,COCO
walk,COCO_val2014_000000087889.jpg,1,COCO
walk,COCO_val2014_000000375566.jpg,1,COCO
walk,COCO_val2014_000000044621.jpg,1,COCO
walk,COCO_val2014_000000011182.jpg,1,COCO
walk,COCO_val2014_000000017776.jpg,1,COCO
walk,COCO_val2014_000000280238.jpg,1,COCO
walk,COCO_val2014_000000360624.jpg,1,COCO
walk,COCO_val2014_000000171819.jpg,1,COCO
walk,COCO_val2014_000000319654.jpg,1,COCO
walk,COCO_val2014_000000047191.jpg,1,COCO
walk,COCO_val2014_000000256702.jpg,1,COCO
walk,COCO_val2014_000000026734.jpg,1,COCO
walk,COCO_val2014_000000410114.jpg,1,COCO
walk,COCO_val2014_000000005535.jpg,1,COCO
walk,COCO_val2014_000000540466.jpg,1,COCO
walk,COCO_val2014_000000151480.jpg,1,COCO
walk,COCO_val2014_000000436456.jpg,1,COCO
walk,COCO_val2014_000000510791.jpg,1,COCO
walk,COCO_val2014_000000106900.jpg,1,COCO
walk,COCO_val2014_000000029472.jpg,1,COCO
walk,COCO_val2014_000000561856.jpg,1,COCO
walk,COCO_val2014_000000412437.jpg,1,COCO
walk,COCO_val2014_000000205676.jpg,1,COCO
walk,COCO_val2014_000000484166.jpg,1,COCO
walk,COCO_val2014_000000365132.jpg,1,COCO
walk,COCO_val2014_000000116957.jpg,1,COCO
walk,COCO_val2014_000000528729.jpg,1,COCO
walk,COCO_val2014_000000154798.jpg,1,COCO
jump,COCO_val2014_000000447124.jpg,1,COCO
jump,COCO_val2014_000000023671.jpg,1,COCO
jump,COCO_val2014_000000006593.jpg,1,COCO
jump,COCO_val2014_000000418907.jpg,1,COCO
jump,COCO_val2014_000000415723.jpg,1,COCO
jump,COCO_val2014_000000205883.jpg,1,COCO
jump,COCO_val2014_000000131612.jpg,1,COCO
jump,COCO_val2014_000000200681.jpg,1,COCO
jump,COCO_val2014_000000080614.jpg,1,COCO
jump,COCO_val2014_000000421218.jpg,1,COCO
jump,COCO_val2014_000000221669.jpg,1,COCO
jump,COCO_val2014_000000202389.jpg,1,COCO
jump,COCO_val2014_000000278853.jpg,1,COCO
jump,COCO_val2014_000000420878.jpg,1,COCO
jump,COCO_val2014_000000273321.jpg,1,COCO
jump,COCO_val2014_000000218721.jpg,1,COCO
jump,COCO_val2014_000000298637.jpg,1,COCO
jump,COCO_val2014_000000402662.jpg,1,COCO
jump,COCO_val2014_000000461860.jpg,1,COCO
jump,COCO_val2014_000000258330.jpg,1,COCO
jump,COCO_val2014_000000440871.jpg,1,COCO
jump,COCO_val2014_000000113975.jpg,1,COCO
jump,COCO_val2014_000000203641.jpg,1,COCO
jump,COCO_val2014_000000162774.jpg,1,COCO
jump,COCO_val2014_000000360926.jpg,1,COCO
jump,COCO_val2014_000000382041.jpg,1,COCO
jump,COCO_val2014_000000468018.jpg,1,COCO
jump,COCO_val2014_000000352694.jpg,1,COCO
jump,COCO_val2014_000000201207.jpg,1,COCO
jump,COCO_val2014_000000142562.jpg,1,COCO
jump,COCO_val2014_000000171546.jpg,1,COCO
jump,COCO_val2014_000000261732.jpg,1,COCO
jump,COCO_val2014_000000204232.jpg,1,COCO
jump,COCO_val2014_000000346275.jpg,1,COCO
jump,COCO_val2014_000000191288.jpg,1,COCO
jump,COCO_val2014_000000408535.jpg,1,COCO
jump,COCO_val2014_000000301756.jpg,1,COCO
jump,COCO_val2014_000000257443.jpg,1,COCO
jump,COCO_val2014_000000014167.jpg,1,COCO
jump,COCO_val2014_000000028174.jpg,1,COCO
jump,COCO_val2014_000000545583.jpg,1,COCO
jump,COCO_val2014_000000394246.jpg,1,COCO
jump,COCO_val2014_000000411472.jpg,1,COCO
jump,COCO_val2014_000000310796.jpg,1,COCO
jump,COCO_val2014_000000069646.jpg,1,COCO
jump,COCO_val2014_000000263073.jpg,1,COCO
jump,COCO_val2014_000000499143.jpg,1,COCO
jump,COCO_val2014_000000469200.jpg,1,COCO
jump,COCO_val2014_000000068205.jpg,1,COCO
jump,COCO_val2014_000000460454.jpg,1,COCO
put,COCO_train2014_000000433618.jpg,1,COCO
put,COCO_train2014_000000280450.jpg,1,COCO
put,COCO_train2014_000000277003.jpg,7.26,COCO
put,COCO_train2014_000000361604.jpg,1,COCO
put,COCO_train2014_000000121001.jpg,1,COCO
put,COCO_train2014_000000208646.jpg,1,COCO
put,COCO_train2014_000000265382.jpg,1,COCO
put,COCO_train2014_000000312003.jpg,1,COCO
put,COCO_val2014_000000298405.jpg,1,COCO
put,COCO_train2014_000000182455.jpg,1,COCO
put,COCO_train2014_000000575652.jpg,1,COCO
